d3, 179.12
d4, 169.63
d21, 61.19
d23, 55.79
d24, 54.90
d26, 49.19
d31, 36.59
d33, 35.13
d35, 28.65
d41, 15.33
d47, 13.09
d49, 11.22
d50, 11.19
d52, 10.49
d55, 9.86
d56, 9.81
d58, 9.43
d60, 9.06
d61, 8.80
d63, 8.29
d65, 7.64
d66, 7.35
d67, 7.13
d68, 6.86
d72, 5.85
d73, 5.67
d81, 3.85
d88, 2.11
d89, 1.97
d90, 1.86
d95, 1.48
d96, 1.46
d98, 1.11
d101, 0.79
d103, 0.74
d106, 0.68
d110, 0.27
d117, 0.00
d118, 0.00
d119, 0.00
d120, 0.00
d121, 0.00
d122, 0.00
d123, 0.00
