3, 179.12
4, 169.63
21, 61.19
23, 55.79
24, 54.90
26, 49.19
31, 36.59
33, 35.13
35, 28.65
41, 15.33
47, 13.09
49, 11.22
50, 11.19
52, 10.49
55, 9.86
56, 9.81
58, 9.43
60, 9.06
61, 8.80
63, 8.29
65, 7.64
66, 7.35
67, 7.13
68, 6.86
72, 5.85
73, 5.67
81, 3.85
88, 2.11
89, 1.97
90, 1.86
95, 1.48
96, 1.46
98, 1.11
101, 0.79
103, 0.74
106, 0.68
110, 0.27
117, 0.00
118, 0.00
119, 0.00
120, 0.00
121, 0.00
122, 0.00
123, 0.00
