t54, -90.7942
t65, -64.1169
t78, -18.5523
t91, 53.11
t95, 101.342
t96, 107.4073
t101, 179.4277
t105, 272.8425
t107, 347.479
t110, 434.644
t113, 569.3817
t119, 978.8004
t120, 1029.986
t122, 9620.888
t123,13257.83
t 
