i1, -715.258
i8, -239.223
i18, -196.905
i26, -188.821
i35, -149.028
i36, -146.729
i37, -146.43
i44, -125.786
i45, -120.382
i46, -118.903
i47, -118.227
i48, -118.03
i50, -107.098
i53, -91.0915
i58, -78.6944
i61, -73.4879
i70, -49.817
i71, -43.8832
i88, 24.7286
i104, 254.5861
i108, 366.3107
i109, 391.6276
i112, 546.637
i114, 625.5327
