1, 205.99
13, 92.98
14, 87.21
15, 85.39
17, 78.32
19, 66.08
22, 58.06
25, 50.75
29, 44.46
30, 38.39
32, 36.26
38, 21.36
46, 13.13
53, 10.29
54, 9.97
62, 8.59
75, 4.74
76, 4.65
79, 4.04
91, 1.81
93, 1.65
99, 1.05
104, 0.72
