1, -715.258
8, -239.223
18, -196.905
26, -188.821
35, -149.028
36, -146.729
37, -146.43
44, -125.786
45, -120.382
46, -118.903
47, -118.227
48, -118.03
50, -107.098
53, -91.0915
58, -78.6944
61, -73.4879
70, -49.817
71, -43.8832
88, 24.7286
104, 254.5861
108, 366.3107
109, 391.6276
112, 546.637
114, 625.5327
