5, -292.92
10, -233.67
11, -233.67
12, -233.67
13, -233.67
14, -233.67
17, -209.41
20, -194.08
21, -193.90
22, -193.78
23, -193.73
24, -192.18
25, -188.92
26, -188.821
27, -180.65
29, -159.50
30, -158.88
31, -158.32
33, -156.83
38, -140.77
40, -136.45
49, -108.99
51, -104.92
62, -67.84
67, -60.22
68, -59.58
76, -22.62
77, -19.33
81, -10.54
82, -10.27
85, 10.48
86, 19.92
87, 23.05
92, 56.95
98, 154.45
100, 173.30
102, 192.51
103, 194.73
111, 521.57
117, 687.98
118, 691.05
121, 2918.71
